Genre,Description
Gqom,"Le gqom est un genre musical ayant émergé à Durban, en Afrique du Sud, au début des années 2010. Il s'agit d'une variante de musique house faisant usage d'échantillons sonores issus de musiques africaines.
Caractérisé par un style plus brut et minimal que les autres morceaux de house sud-africains, le gqom  est une évolution du kwaito,,,,,,,."
Grebo,"Grebo est un terme lancé par le groupe Pop Will Eat Itself, représentatif d'un mouvement au Royaume-Uni largement popularisé dans les Midlands à la fin des années 1980 et au début des années 1990."
Grime,"Le grime est un genre musical ayant émergé à Londres au début des années 2000, dans le quartier de Bow. Il se développe à partir du genre dance britannique UK garage, et tire ses influences, pour les productions, de la jungle, de la drum and bass, du 2-step et d'autres genres de musiques tirés du continuum hardcore théorisé par le critique musical Simon Reynolds. Pour ce qui est du flow, le grime tire son influence du dancehall et du hip-hop."
Grindcore,"Le grindcore  est un genre musical dérivé du punk hardcore et du metal extrême. Le grindcore est une musique extrêmement directe, rapide et brutale dans laquelle les vocaux gutturaux ou criés côtoient les blast beats de batterie et les riffs de guitare relativement simples et ultra rapides directement influencés par le punk hardcore et le crust punk. Aujourd'hui, le grindcore est principalement considéré comme un sous-genre du metal."
Grindie,"Le grindie, aussi appelé grime-indie ou grime indie, est un genre musical à mi-chemin entre le rock dit indie  et le grime."
Groove metal,"Le groove metal  est un sous-genre du heavy metal, dérivé du thrash metal. Il apparaît au début des années 1990 avec des groupes comme Pantera, Exhorder et Sepultura."
Grunge,"Le grunge est un genre musical dérivé du rock et une culture underground, apparu au début des années 1990 essentiellement autour de Seattle dans l'État de Washington. Il est considéré comme la forme la plus populaire du rock alternatif au niveau mondial dans les années 1990, grâce notamment aux groupes Nirvana, Pearl Jam, Soundgarden et Alice in Chains qui ont vendu des millions d'albums."
Guajira,La guajira  est un genre musical originaire de la région orientale de Cuba.
Guaracha,"La guaracha est un genre musical ayant émergé au XVIIIe siècle à Cuba. Le genre est satirique, burlesque, et composé de chœurs  et des paroles improvisées sur rythme 3/4, 6/8 ou 2/4,. Aujourd'hui, la guaracha constitue un des éléments de la salsa et devient un signe de l'identité culturelle cubaine."
Gypsy punk,"Le gypsy punk  est un genre musical hybride mêlant musique traditionnelle rom et punk rock. Le premier groupe de rock à incorporer des éléments de punk et de musique gitane est Motherhead Bug, principalement en activité au début des années 1990. Un intérêt général pour le genre se fait ressentir après la sortie de l'album de Gogol Bordello Gypsy Punks: Underdog World Strike, et le chanteur Eugene Hütz considère leur performance sur scène comme du « gypsy punk cabaret »."
Handsup,"Le handsup, également stylisé hands up, parfois appelé dancecore, est un genre de musique électronique créé en Allemagne aux environs de 2003. Ce style a pour caractéristiques d'être très rythmé, dynamique, mélodique et généralement chanté."
Happy gabber,"Le happy gabber  est un type de musique électronique hardcore développé durant les années 1990 au Royaume-Uni et aux Pays-Bas. Ce type a originellement été influencé par la musique écossaise , où bon nombre de raves techno  étaient populaires."
Happy hardcore,"Le happy hardcore, aussi appelé 4-beat ou happycore, est un genre de musique électronique dérivé du breakbeat hardcore et de la scène hard dance, initialement développé au Royaume-Uni et aux Pays-Bas. Dans les années 2010, il est principalement présent au Royaume-Uni, en Europe, sur le continent nord-américain et en Australie,. Au Royaume-Uni, le genre émerge au début des années 1990. Il est à l'origine caractérisé par des échantillons sonores breakbeat et des variantes d'autres styles musicaux telles que l'italohouse et le hip-hop. Par la suite, dès 1996, le genre se scinde en deux sous-genres distincts, le premier privilégiant le breakbeat, et le deuxième reprenant les codes de la techno hardcore, caractérisée par une ligne de kicks 4/4 semi-distordus."
Hard bop,Le hard bop est un genre musical dérivé du jazz ayant émergé entre 1955 et 1960.
Hard house,"La hard house est un genre de hard dance ayant émergé durant les années 1990. Elle se caractérise par un tempo rapide , des basses entremêlées, des cors et des échantillons sonores de foule hystérique. Les fans du genre sont renommés pour leurs costumes extravagants et imaginatifs."
Hard rock,"Le hard rock  est un genre de rock apparu au milieu des années 1960 essentiellement aux États-Unis et au Royaume-Uni en même temps que les mouvements blues rock, garage rock et rock psychédélique. Il se caractérise par une forte utilisation de chants agressifs, de distorsions de guitare, guitare basse, et batterie ainsi que d'éléments blues, notamment au recours de gammes pentatoniques, le tout accompagné parfois de pianos et de claviers."
Hard trance,"La hard trance  est un sous-genre musical de la trance ayant émergé dans l'ouest de l'Europe au début des années 1990 tandis que les producteurs de breakbeat hardcore commencent à dériver vers de nouveaux et différents styles de musique électronique, tous influencés par la hard house britannique, le happy hardcore, la New beat et le jungle, ainsi que le drum and bass. La popularité de la hard trance prend de l'ampleur durant les années 2000, et se départage depuis en nouvelles formes de trance."
Hardbag,Le hardbag est un genre de musique dance popularisé au milieu des années 1990.
Hardbass,"La hardbass, ou hard bass , aussi appelé pump, nasos ou kolbasa, est un genre de musique électronique ayant émergé en Russie durant les années 2000, inspiré par la UK hard house, la bouncy techno, la scouse house, le powerstomp et le hardstyle."
Hardcore chrétien,"Le hardcore chrétien  se réfère à des groupes et artistes orientés punk hardcore, principalement aux États-Unis, traitant de leur croyance et foi chrétienne dans leurs textes, que ce soit en tant que groupe chrétien revendiqué comme tel, ou tout simplement comme idéal vécu par les artistes. Sous cette appellation, se retrouve aussi les groupes de metalcore, dans lequel de nombreux groupes et artistes chrétiens comme notamment Alove for Enemies, August Burns Red, Blenderhead, Demon Hunter, et The Devil Wears Prada."
Hardcore mélodique,"Le hardcore mélodique  est un sous-genre musical du punk hardcore usant principalement de mélodies dans son jeu de guitare. Il se caractérise par des morceaux rapides de batterie et de riffs mélodiques. La plupart des anciens groupes de hardcore mélodique, comme All et Strung Out, s'inspiraient de groupes de punk moderne."
Hardstep,La hardstep  est un sous-genre musical du drum and bass ayant émergé en 1994.
Hardstyle,"Le hardstyle  est un genre de musique électronique ayant émergé aux Pays-Bas et en Belgique à la fin des années 1990 et au début des années 2000. Il se popularise par la suite dans les pays européens limitrophes et concrètement à l'international au début des années 2010. Musicalement, le genre mêle techno hardcore et hard trance. Le style musical se caractérise principalement par une ligne de kicks et de basses lourds ou distordus, de mélodies et sons synthétisés dissonants, dont le tempo est généralement situé entre 140 et 165 BPM. Au fil du temps, les musiciens du genre parviennent à en tirer plusieurs sous-genres comme le happy hardcore, l'euphoric melody et le rawstyle, tous les styles en filiation avec le hardcore, kick and bass avec généralement une mélodie sensible, ou redondante."
Hardtechno,"La hard techno, aussi stylisée hardtechno — également appelée hardtekno ou hardtek —, est un genre de musique électronique, se situant entre la techno, la new beat et la techno hardcore. La hard techno est l'un des styles musicaux les plus joués et dansés en free party. Des événements musicaux comme Syndicate en présente même des sessions musicales."
Heartland rock,"Le heartland rock est un genre de la musique rock incarné par le succès commercial des auteurs-compositeurs Bruce Springsteen, Bob Seger, Tom Petty, et John Mellencamp. Il se caractérise par un style musical simple, et une préoccupation du mode de vie des cols bleus américains.
Il s'associe également avec un nombre de musiciens orientés country comme Steve Earle et Joe Ely, et de groupes moins connus comme Iron City Houserockers. Le genre se développe dans les années 1970 et atteint son pic commercial dans les années 1980, lorsqu'il devient l'un des genres les plus rentables aux États-Unis. Dans les années 1990, des groupes se séparent et le genre commence à se fragmenter, mais des figures notables du genre continuent la publication de succès commerciaux."
